"manuscript","place_label","former_owner_name","current_owner_name","begin","end","collection_label","con_label","note","year","century"
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12861","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Paper","Celotti422; Phillipps1008
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12872","Leyden","Paris, Jesuit college of Clermont",NA,"1573-01-01",1574-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1405",1574,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12873","Leyden","Meerman, Gerard, 1722-1771",NA,"1542-01-01",1543-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1406",1543,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12874","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1407",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12875","Leyden","Witten, Laurence  (1926-1995)",NA,"1500-01-01",1601-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Briquet3467,3486,3488; Phillipps14041",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12876","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Octodecimo; folio; Phillipps1423",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12878","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1411",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12879","Leyden","Paris, Jesuit college of Clermont",NA,"1550-01-01",1551-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1412",1551,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12880","Leyden","Paris, Jesuit college of Clermont",NA,"1550-01-01",1551-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","folio; Thomas Rodd acted as agent for Sir Thomas Phillipps in the Meerman sale (see A. N. L. Munby, ""The Formation of the Library Up to the Year 1840,"" vol. 3 in Phillipps Studies, Cambridge Univ. Press, 1954, pp. 26-27.); Phillipps1413",1551,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12881","Leyden","Paris, Jesuit college of Clermont",NA,"1450-01-01",1451-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1414",1451,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12883","Paris","Meerman, Gerard, 1722-1771",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Silk","Phillipps1426",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12884","Leyden","Paris, Jesuit college of Clermont",NA,"1550-01-01",1551-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1419",1551,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12885","Leyden","Meerman, Gerard, 1722-1771",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Silk","Phillipps1469",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12886","Leyden","Paris, Jesuit college of Clermont",NA,"1550-01-01",1551-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","folio; Thomas Rodd acted as agent for Sir Thomas Phillipps in the Meerman sale (see A. N. L. Munby, ""The Formation of the Library Up to the Year 1840,"" vol. 3 in Phillipps Studies, Cambridge Univ. Press, 1954, pp. 26-27.); Phillipps1425",1551,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12888","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1423",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12889","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Folio",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12891","Leyden","Meerman, Gerard, 1722-1771",NA,"1200-01-01",1301-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1428",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12892","Leyden","Meerman, Gerard, 1722-1771",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1429",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12893","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1430",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12894","Leyden","Meerman, Gerard, 1722-1771",NA,"1550-01-01",1551-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1431",1551,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12896","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1432",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12897","Leyden","Meerman, Gerard, 1722-1771",NA,"1000-01-01",1101-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1433",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12898","Leyden","Meerman, Gerard, 1722-1771",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1434",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12899","Leyden","Meerman, Gerard, 1722-1771",NA,"1050-01-01",1051-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1436",1051,11
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12902","Leyden","Thorpe, Thomas, 1791-1851",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Nicephorus of Constantinople gives the name of Gregory to the archbishop of . Tauromenium, better known as Theophanes (but called in some MSS. George)(Ancientlibrary.com); Phillipps1452",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12903","Leyden","Meerman, Gerard, 1722-1771",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1439",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12905","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1440",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12906","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1441",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12907","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1000-01-01",1101-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","10 additional folios inserted ""chartac. puris""; Thomas Rodd acted as agent for Sir Thomas Phillipps in the Meerman sale (see A. N. L. Munby, ""The Formation of the Library Up to the Year 1840,"" vol. 3 in Phillipps Studies, Cambridge Univ. Press, 1954, pp. 26-27.); Phillipps1442",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12908","Leyden","Meerman, Gerard, 1722-1771",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1444",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12909","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1445",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12911","Leyden","Paris, Jesuit college of Clermont",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1451",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12912","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1453",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12913","Leyden","Thorpe, Thomas, 1791-1851",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1454",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12914","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Folio; Thomas Rodd acted as agent for Sir Thomas Phillipps in the Meerman sale (see A. N. L. Munby, ""The Formation of the Library Up to the Year 1840,"" vol. 3 in Phillipps Studies, Cambridge Univ. Press, 1954, pp. 26-27.); Phillipps1455",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12915","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1470",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12916","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1456",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12917","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Folio; Thomas Rodd acted as agent for Sir Thomas Phillipps in the Meerman sale (see A. N. L. Munby, ""The Formation of the Library Up to the Year 1840,"" vol. 3 in Phillipps Studies, Cambridge Univ. Press, 1954, pp. 26-27.); Phillipps1457",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12918","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1458",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12921","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1000-01-01",1101-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1461",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12922","Leyden","London, British Library",NA,"1200-01-01",1301-12-31,"British Library Manuscripts Catalogue [http://www.bl.uk/catalogues/manuscripts]","Parchment",NA,1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12923","Leyden","Meerman, Gerard, 1722-1771",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1462",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12924","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1463",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12927","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1465",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12929","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1466",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1293","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps12268",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12931","Leyden","Meerman, Gerard, 1722-1771",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1467",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12932","Leyden","Meerman, Gerard, 1722-1771",NA,"1553-01-01",1554-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1471",1554,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12935","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","""dono datus D. de Letoile an. 1597""; Phillipps1473",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12936","Leyden","Meerman, Gerard, 1722-1771",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1474",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12938","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1475",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12939","Leyden","Thorpe, Thomas, 1791-1851",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1476",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1294","London","Corbie, Benedictine abbey",NA,"0900-01-01",1001-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2860",1001,11
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12940","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1477",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12942","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1479",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12943","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1481",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12944","Leyden","Meerman, Gerard, 1722-1771",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Paper","Bond P44; Jesuit College-Clermont225; Phillipps678",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12946","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1482",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12948","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1486",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1295","London","Libri, Guillaume, 1803-1869",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps16363",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12950","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1488",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12953","Leyden","Meerman, Gerard, 1722-1771",NA,"1200-01-01",1301-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1492",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12955","Leyden","Meerman, Gerard, 1722-1771",NA,"1100-01-01",1201-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1494",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12956","Leyden","Thorpe, Thomas, 1791-1851",NA,"1200-01-01",1301-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Parchment","Phillipps1495",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12957","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1496",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12958","Leyden","Meerman, Gerard, 1722-1771",NA,"1500-01-01",1601-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Paper","Thomas Rodd acted as agent for Sir Thomas Phillipps in the Meerman sale (see A. N. L. Munby, ""The Formation of the Library Up to the Year 1840,"" vol. 3 in Phillipps Studies, Cambridge Univ. Press, 1954, pp. 26-27.)",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12964","Leyden","Thorpe, Thomas, 1791-1851",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1498",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12965","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1499",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12968","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1503",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12969","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1504",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1297","London","Phillipps, Thomas, Sir, 1792-1872",NA,"0900-01-01",1001-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Lombard characters; Phillipps3069
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1001,11
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12970","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1505",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12971","Leyden","Thorpe, Thomas, 1791-1851",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","""partim saec. XV, partim XVI exaratus est hic codex.""; Phillipps1506",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12972","Leyden","London, British Library",NA,"1500-01-01",1601-12-31,"British Library Manuscripts Catalogue [http://www.bl.uk/catalogues/manuscripts]","Paper","Folio",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12973","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1400-01-01",1501-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1524",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12974","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1507",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12975","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1508",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12976","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1509",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12978","Leyden","Thorpe, Thomas, 1791-1851",NA,"1570-01-01",1571-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Meerman and Phillipps catalogues attribute this work to Asclepius of Tralles, a student of Ammonius; Phillipps1511",1571,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12979","Leyden","Thorpe, Thomas, 1791-1851",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Silk","Phillipps1525",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12980","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","5.05._; Phillipps1512",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12981","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","2 Vols. in 1. 12.12._; Phillipps1513",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12982","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Espositio brevis; Phillipps1514",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12983","Leyden","Paris, Jesuit college of Clermont",NA,"1553-01-01",1554-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Folio minori; Phillipps1515",1554,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12984","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1516",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12985","Leyden","MILANO, Biblioteca Ambrosiana",NA,"1559-01-01",1580-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1517",1580,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12987","Leyden","Paris, Jesuit college of Clermont",NA,"1542-01-01",1543-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1518",1543,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12989","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1519",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1299","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps MS 3660; Lang MS 2350.",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12990","Leyden","Paris, Jesuit college of Clermont",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Silk","Phillipps1520",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12991","Leyden","Phillipps, Thomas, Sir, 1792-1872",NA,"1500-01-01",1601-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1521",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_12992","Leyden","Thorpe, Thomas, 1791-1851",NA,"1542-01-01",1543-12-31,"Catalogue of the Phillipps Manuscripts numbers 1388 to 2010 (published by T. F. P. Fenwick)","Paper","Phillipps1522",1543,16
